Course Number,Course Title,URL
21W.755,"Writing and Reading Short Stories
		                               (Spring 2012)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-755-writing-and-reading-short-stories-spring-2012
21W.756,Writing and Reading Poems,https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-756-writing-and-reading-poems-fall-2006
21W.757,"Writing and Reading Short Stories
		                               (Spring 2012)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-755-writing-and-reading-short-stories-spring-2012
21W.758,Genre Fiction Workshop,https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-758-genre-fiction-workshop-spring-2013
21W.759,Writing Science Fiction,https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-759-writing-science-fiction-spring-2016
21W.763J,"Transmedia Storytelling: Modern Science Fiction
		                               (Spring 2014)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-763j-transmedia-storytelling-modern-science-fiction-spring-2014
21W.765J,"Interactive and Non-Linear Narrative: Theory and Practice
		                               (Spring 2006)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-765j-interactive-and-non-linear-narrative-theory-and-practice-spring-2006
21W.765J,"Interactive and Non-Linear Narrative: Theory and Practice
		                               (Spring 2004)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-765j-interactive-and-non-linear-narrative-theory-and-practice-spring-2004
21W.765J,"Theory and Practice of Non-linear and Interactive Narrative
		                               (Spring 2003)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-765j-theory-and-practice-of-non-linear-and-interactive-narrative-spring-2003
21W.768,"Games and Culture
		                               (Fall 2014)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-616j-games-and-culture-fall-2014
21W.772,Digital Poetry,https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-772-digital-poetry-fall-2005
21W.775,Writing about Nature and Environmental Issues,https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-775-writing-about-nature-and-environmental-issues-fall-2006
21W.777,"The Science Essay
		                               (Spring 2009)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-777-the-science-essay-spring-2009
21W.777,"The Science Essay
		                               (Spring 2008)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-777-the-science-essay-spring-2008
21W.780,"Communicating in Technical Organizations
		                               (Spring 2005)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-780-communicating-in-technical-organizations-spring-2005
21W.780,"Communicating in Technical Organizations
		                               (Fall 2001)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-780-communicating-in-technical-organizations-fall-2001
21W.783,Science and Engineering Writing for Phase II,https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-783-science-and-engineering-writing-for-phase-ii-fall-2002
21W.784,Becoming Digital: Writing about Media Change,https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-784-becoming-digital-writing-about-media-change-fall-2009
21W.785,Communicating in Cyberspace,https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-785-communicating-in-cyberspace-fall-2003
21W.789,Communicating with Mobile Technology,https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-789-communicating-with-mobile-technology-spring-2011
CMS.100,Introduction to Media Studies,https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-100-introduction-to-media-studies-fall-2014
CMS.300,"Introduction to Videogame Studies
		                               (Fall 2011)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-300-introduction-to-videogame-studies-fall-2011
CMS.309,"Transmedia Storytelling: Modern Science Fiction
		                               (Spring 2014)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-763j-transmedia-storytelling-modern-science-fiction-spring-2014
CMS.333,Producing Educational Videos,https://ocw.aprende.org/courses/experimental-study-group/es-333-producing-educational-videos-spring-2015
CMS.360,"Introduction to Civic Media
		                               (Fall 2012)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-360-introduction-to-civic-media-fall-2012
CMS.361,"Networked Social Movements: Media & Mobilization
		                               (Spring 2014)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-361-networked-social-movements-media-mobilization-spring-2014
CMS.405,Media and Methods: Seeing and Expression,https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-405-media-and-methods-seeing-and-expression-spring-2013
CMS.407,Media and Methods: Sound,https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-407-media-and-methods-sound-fall-2012
CMS.590J,"Computer Games and Simulations for Education and Exploration
		                               (Spring 2015)",https://ocw.aprende.org/courses/urban-studies-and-planning/11-127j-computer-games-and-simulations-for-education-and-exploration-spring-2015
CMS.600,"Videogame Theory and Analysis
		                               (Fall 2007)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-600-videogame-theory-and-analysis-fall-2007
CMS.600,"New Media Literacies
		                               (Spring 2007)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-998-new-media-literacies-spring-2007
CMS.600,"Videogame Theory and Analysis
		                               (Fall 2006)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-998-videogame-theory-and-analysis-fall-2006
CMS.602,"Topics in Comparative Media: American Pro Wrestling
		                               (Spring 2007)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-997-topics-in-comparative-media-american-pro-wrestling-spring-2007
CMS.603,"American Soap Operas
		                               (Spring 2008)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-603-american-soap-operas-spring-2008
CMS.608,"Game Design
		                               (Spring 2014)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-608-game-design-spring-2014
CMS.608,"Game Design
		                               (Fall 2010)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-608-game-design-fall-2010
CMS.608,"Game Design
		                               (Spring 2008)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-608-game-design-spring-2008
CMS.610,"Media Industries and Systems
		                               (Spring 2006)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-610-media-industries-and-systems-spring-2006
CMS.611J,Creating Video Games,https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-611j-creating-video-games-fall-2014
CMS.615,"Games for Social Change
		                               (Fall 2013)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-615-games-for-social-change-fall-2013
CMS.616J,"Games and Culture
		                               (Fall 2014)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-616j-games-and-culture-fall-2014
CMS.633,"Digital Humanities
		                               (Spring 2015)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-633-digital-humanities-spring-2015
CMS.701,"Current Debates in Media
		                               (Spring 2015)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-701-current-debates-in-media-spring-2015
CMS.710J,The Anthropology of Sound,https://ocw.aprende.org/courses/anthropology/21a-360j-the-anthropology-of-sound-spring-2008
CMS.835,Photography and Truth,https://ocw.aprende.org/courses/anthropology/21a-348-photography-and-truth-spring-2008
CMS.840,At the Limit: Violence in Contemporary Representation,https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-840-at-the-limit-violence-in-contemporary-representation-fall-2013
CMS.840,"Shakespeare, Film and Media",https://ocw.aprende.org/courses/literature/21l-435-shakespeare-film-and-media-fall-2002
CMS.845J,"Interactive and Non-Linear Narrative: Theory and Practice
		                               (Spring 2004)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-765j-interactive-and-non-linear-narrative-theory-and-practice-spring-2004
CMS.871,Media in Cultural Context: Popular Readerships,https://ocw.aprende.org/courses/literature/21l-715-media-in-cultural-context-popular-readerships-fall-2007
CMS.871,Media in Cultural Context,https://ocw.aprende.org/courses/literature/21l-715-media-in-cultural-context-spring-2007
CMS.910,Technologies of Humanism,https://ocw.aprende.org/courses/literature/21l-708-technologies-of-humanism-spring-2003
CMS.917J,Documenting Culture,https://ocw.aprende.org/courses/anthropology/21a-337j-documenting-culture-spring-2004
CMS.920,"Popular Culture and Narrative: Literature, Comics, and Culture",https://ocw.aprende.org/courses/literature/21l-430-popular-culture-and-narrative-literature-comics-and-culture-fall-2010
CMS.922,"Media Industries and Systems
		                               (Spring 2006)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-610-media-industries-and-systems-spring-2006
CMS.930,Media Education and the Marketplace,https://ocw.aprende.org/courses/global-studies-and-languages/21g-034-media-education-and-the-marketplace-fall-2005
CMS.935,"Documentary Photography and Photojournalism: Still Images of a World in Motion
		                               (Spring 2016)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-749-documentary-photography-and-photojournalism-still-images-of-a-world-in-motion-spring-2016
CMS.S60,"Technopanics: Moral Panics about Technology
		                               (Spring 2013)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-s60-technopanics-moral-panics-about-technology-spring-2013
CMS.S61,Special Subject: The Rise of Film Noir,https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-s61-special-subject-the-rise-of-film-noir-january-iap-2012
CMS-W.864,"Game Design
		                               (Spring 2014)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-608-game-design-spring-2014
CMS.796,Major Media Texts,https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-796-major-media-texts-fall-2006
CMS.801,Media in Transition,https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-801-media-in-transition-fall-2012
CMS.809,"Transmedia Storytelling: Modern Science Fiction
		                               (Spring 2014)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-763j-transmedia-storytelling-modern-science-fiction-spring-2014
CMS.815,"Games for Social Change
		                               (Fall 2013)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-615-games-for-social-change-fall-2013
CMS.833,"Digital Humanities
		                               (Spring 2015)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-633-digital-humanities-spring-2015
CMS.836J,"Computer Games and Simulations for Education and Exploration
		                               (Spring 2015)",https://ocw.aprende.org/courses/urban-studies-and-planning/11-127j-computer-games-and-simulations-for-education-and-exploration-spring-2015
CMS.841,"Introduction to Videogame Studies
		                               (Fall 2011)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-300-introduction-to-videogame-studies-fall-2011
CMS.845J,"Interactive and Non-Linear Narrative: Theory and Practice
		                               (Spring 2006)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-765j-interactive-and-non-linear-narrative-theory-and-practice-spring-2006
CMS.845,"Theory and Practice of Non-linear and Interactive Narrative
		                               (Spring 2003)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-765j-theory-and-practice-of-non-linear-and-interactive-narrative-spring-2003
CMS.860,"Introduction to Civic Media
		                               (Fall 2012)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-360-introduction-to-civic-media-fall-2012
CMS.861,"Networked Social Movements: Media & Mobilization
		                               (Spring 2014)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-361-networked-social-movements-media-mobilization-spring-2014
CMS.864,"Game Design
		                               (Fall 2010)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-608-game-design-fall-2010
CMS.864,"Game Design
		                               (Spring 2008)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-608-game-design-spring-2008
CMS.868,"Games and Culture
		                               (Fall 2014)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-616j-games-and-culture-fall-2014
CMS.874,Asia in the Modern World: Images & Representations,https://ocw.aprende.org/courses/global-studies-and-languages/21g-027-asia-in-the-modern-world-images-representations-spring-2012
CMS.876,"History of Media and Technology: Sound, the Minority Report -- Radical Music of the Past 100 Years",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-876-history-of-media-and-technology-sound-the-minority-report-radical-music-of-the-past-100-years-spring-2006
CMS.876,History of Media and Technology,https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-876-history-of-media-and-technology-spring-2005
CMS.880,"From Print to Digital: Technologies of the Word, 1450-Present",https://ocw.aprende.org/courses/history/21h-418-from-print-to-digital-technologies-of-the-word-1450-present-fall-2005
CMS.901,"Current Debates in Media
		                               (Spring 2015)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-701-current-debates-in-media-spring-2015
CMS.920,Popular Culture and Narrative: Use and Abuse of the Fairy Tale,https://ocw.aprende.org/courses/literature/21l-430-popular-culture-and-narrative-use-and-abuse-of-the-fairy-tale-fall-2015
CMS.920,Popular Culture and Narrative: Serial Storytelling,https://ocw.aprende.org/courses/literature/21l-430-popular-culture-and-narrative-serial-storytelling-spring-2013
CMS.920,Popular Narrative: Masterminds,https://ocw.aprende.org/courses/literature/21l-430-popular-narrative-masterminds-fall-2004
CMS.930,"Media, Education, and the Marketplace",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-930-media-education-and-the-marketplace-fall-2001
CMS.950,Workshop I,https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-950-workshop-i-fall-2005
CMS.951,Workshop II: Qualitative Social Science Methods for Media Studies,https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-951-workshop-ii-qualitative-social-science-methods-for-media-studies-spring-2015
CMS.995,"American Soap Operas
		                               (Spring 2008)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-603-american-soap-operas-spring-2008
CMS.997,"Topics in Comparative Media: American Pro Wrestling
		                               (Spring 2007)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-997-topics-in-comparative-media-american-pro-wrestling-spring-2007
CMS.998,"Videogame Theory and Analysis
		                               (Fall 2007)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-600-videogame-theory-and-analysis-fall-2007
CMS.998,"New Media Literacies
		                               (Spring 2007)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-998-new-media-literacies-spring-2007
CMS.998,"Videogame Theory and Analysis
		                               (Fall 2006)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-998-videogame-theory-and-analysis-fall-2006
CMS.S96,"Technopanics: Moral Panics about Technology
		                               (Spring 2013)",https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-s60-technopanics-moral-panics-about-technology-spring-2013
CC.111,Modern Conceptions of Freedom,https://ocw.aprende.org/courses/concourse/cc-111-modern-conceptions-of-freedom-spring-2013
CC.112,Philosophy of Love,https://ocw.aprende.org/courses/concourse/cc-112-philosophy-of-love-spring-2013
CC.120J,Making Books: The Renaissance and Today,https://ocw.aprende.org/courses/history/21h-343j-making-books-the-renaissance-and-today-spring-2016
CC.S10,History and Philosophy of Mechanics: Newton's Principia Mathematica,https://ocw.aprende.org/courses/concourse/cc-s10-history-and-philosophy-of-mechanics-newtons-principia-mathematica-fall-2011
CC.S10,Prohibition and Permission,https://ocw.aprende.org/courses/concourse/cc-s10-prohibition-and-permission-spring-2007
12.000,"Solving Complex Problems
		                               (Fall 2009)",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-000-solving-complex-problems-fall-2009
12.000,"Solving Complex Problems
		                               (Fall 2003)",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-000-solving-complex-problems-fall-2003
12.001,Introduction to Geology,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-001-introduction-to-geology-fall-2013
12.002,Physics and Chemistry of the Terrestrial Planets,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-002-physics-and-chemistry-of-the-terrestrial-planets-fall-2008
12.003,"Atmosphere, Ocean and Climate Dynamics",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-003-atmosphere-ocean-and-climate-dynamics-fall-2008
12.005,"Applications of Continuum Mechanics to Earth, Atmospheric, and Planetary Sciences",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-005-applications-of-continuum-mechanics-to-earth-atmospheric-and-planetary-sciences-spring-2006
12.006J,Nonlinear Dynamics I: Chaos,https://ocw.aprende.org/courses/mathematics/18-353j-nonlinear-dynamics-i-chaos-fall-2012
12.007,Geobiology,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-007-geobiology-spring-2013
12.009J,Theoretical Environmental Analysis,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-009j-theoretical-environmental-analysis-spring-2015
12.010,Computational Methods of Scientific Programming,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-010-computational-methods-of-scientific-programming-fall-2011
12.085,Seminar in Environmental Science,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-085-seminar-in-environmental-science-spring-2008
12.086,"Modeling Environmental Complexity
		                               (Fall 2014)",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-086-modeling-environmental-complexity-fall-2014
12.090,The Environment of the Earth's Surface,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-090-the-environment-of-the-earths-surface-spring-2007
12.090,"Introduction to Fluid Motions, Sediment Transport, and Current-Generated Sedimentary Structures",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-090-introduction-to-fluid-motions-sediment-transport-and-current-generated-sedimentary-structures-fall-2006
12.091,"Basics of Analysis with Antineutrinos from Heat Producing Elements - K, U, Th in the Earth",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-091-basics-of-analysis-with-antineutrinos-from-heat-producing-elements-k-u-th-in-the-earth-january-iap-2010
12.091,"Basics of Impact Cratering & Geological, Geophysical, Geochemical, Environmental Studies of Some Impact Craters of the Earth",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-091-basics-of-impact-cratering-geological-geophysical-geochemical-environmental-studies-of-some-impact-craters-of-the-earth-january-iap-2008
12.091,Radon Research in Multidisciplines: A Review,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-091-radon-research-in-multidisciplines-a-review-january-iap-2007
12.091,Medical Geology/Geochemistry: An Exposure,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-091-medical-geology-geochemistry-an-exposure-january-iap-2006
12.091,"Trace Element Analysis of Geological, Biological & Environmental Materials by Neutron Activation Analysis: An Exposure",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-091-trace-element-analysis-of-geological-biological-environmental-materials-by-neutron-activation-analysis-an-exposure-january-iap-2005
12.097,Chemical Investigations of Boston Harbor,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-097-chemical-investigations-of-boston-harbor-january-iap-2006
12.102,Environmental Earth Science,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-102-environmental-earth-science-fall-2005
12.103,Science and Policy of Natural Hazards,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-103-science-and-policy-of-natural-hazards-spring-2010
12.103,Strange Bedfellows: Science and Environmental Policy,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-103-strange-bedfellows-science-and-environmental-policy-fall-2005
12.108,Structure of Earth Materials,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-108-structure-of-earth-materials-fall-2004
12.109,Petrology,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-109-petrology-fall-2005
12.110,"Sedimentary Geology
		                               (Spring 2007)",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-110-sedimentary-geology-spring-2007
12.110,"Sedimentary Geology
		                               (Fall 2004)",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-110-sedimentary-geology-fall-2004
12.113,Structural Geology,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-113-structural-geology-fall-2005
12.114,Field Geology I,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-114-field-geology-i-fall-2005
12.119,Analytical Techniques for Studying Environmental and Geologic Samples,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-119-analytical-techniques-for-studying-environmental-and-geologic-samples-spring-2011
12.141,Electron Microprobe Analysis,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-141-electron-microprobe-analysis-january-iap-2012
12.158,"Molecular Biogeochemistry
		                               (Fall 2011)",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-158-molecular-biogeochemistry-fall-2011
12.163,"Surface Processes and Landscape Evolution
		                               (Fall 2004)",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-163-surface-processes-and-landscape-evolution-fall-2004
12.201,"Essentials of Geophysics
		                               (Fall 2004)",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-201-essentials-of-geophysics-fall-2004
12.215,Modern Navigation,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-215-modern-navigation-fall-2006
12.301,"Climate Physics and Chemistry
		                               (Fall 2008)",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-842-climate-physics-and-chemistry-fall-2008
12.307,Weather and Climate Laboratory,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-307-weather-and-climate-laboratory-spring-2009
12.333,Atmospheric and Ocean Circulations,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-333-atmospheric-and-ocean-circulations-spring-2004
12.335,"Experimental Atmospheric Chemistry
		                               (Fall 2014)",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-335-experimental-atmospheric-chemistry-fall-2014
12.340,Global Warming Science,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-340-global-warming-science-spring-2012
12.400,The Solar System,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-400-the-solar-system-spring-2006
12.402J,Introduction to Astronomy,https://ocw.aprende.org/courses/physics/8-282j-introduction-to-astronomy-spring-2006
12.409,Hands-On Astronomy: Observing Stars and Planets,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-409-hands-on-astronomy-observing-stars-and-planets-spring-2002
12.425,Extrasolar Planets: Physics and Detection Techniques,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-425-extrasolar-planets-physics-and-detection-techniques-fall-2007
12.S56,GPS: Where Are You?,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-s56-gps-where-are-you-fall-2008
12.207J,Nonlinear Dynamics II: Continuum Systems,https://ocw.aprende.org/courses/mathematics/18-354j-nonlinear-dynamics-ii-continuum-systems-spring-2015
12.306,"Atmospheric Physics and Chemistry
		                               (Spring 2006)",https://ocw.aprende.org/courses/chemical-engineering/10-571j-atmospheric-physics-and-chemistry-spring-2006
12.445,"Oral Communication in the Earth, Atmospheric, and Planetary Sciences",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-445-oral-communication-in-the-earth-atmospheric-and-planetary-sciences-fall-2010
12.453,Crosby Lectures in Geology: History of Africa,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-453-crosby-lectures-in-geology-history-of-africa-fall-2005
12.458,"Molecular Biogeochemistry
		                               (Fall 2011)",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-158-molecular-biogeochemistry-fall-2011
12.463,"Surface Processes and Landscape Evolution
		                               (Fall 2004)",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-163-surface-processes-and-landscape-evolution-fall-2004
12.472,Building Earth-like Planets: From Nebular Gas to Ocean Worlds,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-472-building-earth-like-planets-from-nebular-gas-to-ocean-worlds-fall-2008
12.479,Trace-Element Geochemistry,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-479-trace-element-geochemistry-spring-2013
12.480,Thermodynamics for Geoscientists,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-480-thermodynamics-for-geoscientists-fall-2006
12.490,Advanced Igneous Petrology,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-490-advanced-igneous-petrology-fall-2005
12.491,Non-conventional Light Stable Isotope Geochemistry,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-491-non-conventional-light-stable-isotope-geochemistry-spring-2012
12.491,Biogeochemistry of Sulfur,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-491-biogeochemistry-of-sulfur-fall-2007
12.491,Advanced Seminar in Geology and Geochemistry: Organic Geochemistry,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-491-advanced-seminar-in-geology-and-geochemistry-organic-geochemistry-fall-2005
12.501,"Essentials of Geophysics
		                               (Fall 2004)",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-201-essentials-of-geophysics-fall-2004
12.510,Introduction to Seismology,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-510-introduction-to-seismology-spring-2010
12.517,Dynamics of Complex Systems: Biological and Environmental Coevolution Preceding the Cambrian Explosion,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-517-dynamics-of-complex-systems-biological-and-environmental-coevolution-preceding-the-cambrian-explosion-spring-2005
12.517,Dynamics of Complex Systems: Ecological Theory,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-517-dynamics-of-complex-systems-ecological-theory-spring-2001
12.517,Dynamics of Complex Systems: Complexity in Ecology,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-517-dynamics-of-complex-systems-complexity-in-ecology-spring-2000
12.520,Geodynamics,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-520-geodynamics-fall-2006
12.524,Mechanical Properties of Rocks,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-524-mechanical-properties-of-rocks-fall-2005
12.540,Principles of the Global Positioning System,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-540-principles-of-the-global-positioning-system-spring-2012
12.570,Seminar in Geophysics: Thermal and Chemical Evolution of the Earth,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-570-seminar-in-geophysics-thermal-and-chemical-evolution-of-the-earth-spring-2005
12.570,Structure and Dynamics of the CMB Region,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-570-structure-and-dynamics-of-the-cmb-region-spring-2004
12.570,Seminar in Geophysics: Mantle Convection,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-570-seminar-in-geophysics-mantle-convection-spring-1998
12.571,Near-Surface Geophysical Imaging,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-571-near-surface-geophysical-imaging-fall-2009
12.581,Phase Transitions in the Earth's Interior,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-581-phase-transitions-in-the-earths-interior-spring-2005
12.586,"Modeling Environmental Complexity
		                               (Fall 2014)",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-086-modeling-environmental-complexity-fall-2014
12.620J,Classical Mechanics: A Computational Approach,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-620j-classical-mechanics-a-computational-approach-fall-2008
12.740,Paleoceanography,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-740-paleoceanography-spring-2008
12.742,Marine Chemistry,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-742-marine-chemistry-fall-2006
12.744,Marine Isotope Chemistry,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-744-marine-isotope-chemistry-fall-2012
12.746,Marine Organic Geochemistry,https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-746-marine-organic-geochemistry-spring-2005
12.753,"Geodynamics Seminar
		                               (Spring 2006)",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-753-geodynamics-seminar-spring-2006
12.753,"Geodynamics Seminar
		                               (Spring 2005)",https://ocw.aprende.org/courses/earth-atmospheric-and-planetary-sciences/12-753-geodynamics-seminar-spring-2005
